Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit,silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit-394001,"<p><em>Wear it once and it becomes a favourite. Wear it twice and it becomes yours.</em></p>

<h2>Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit</h2>

<p>Meet the <strong>Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit</strong> - a beautifully crafted <strong>suit</strong> made for occasional wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Silk.</strong> Luxurious, luminous, and steeped in tradition - silk catches the light with every fold, creating a regal presence that transforms any occasion into something extraordinary.</p>

<h3>The Work</h3>
<p><strong>Mirror Work.</strong> Traditional mirror work (shisha) that creates a captivating play of light - each mirror carefully embedded by hand to create patterns that dance with every movement.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Purple</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for occasional wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Style with a sleek bun and bold bindi for timeless Indian elegance, or let it flow loose for contemporary bridal glamour.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this suit suitable for?</strong> This suit works beautifully for festive celebrations, party events, casual gatherings, and any occasion that calls for effortless ethnic elegance.</p>
<p><strong>Is this suit stitched?</strong> Yes, this is a readymade stitched suit in free size that fits XS to L comfortably.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: purple, silk, suit, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Salwar Kameez,"Purple, Silk, Occasional Wear, Mirror Work, Suit, Salwar Kameez, Designer Suit",TRUE,Active,LXM-SUT-030,,Color,Purple,,,,,,,,85.99,122.97,,TRUE,,,,,,shopify,50,DENY,,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2026y/April/61009/Purple-Silk-Occasional-Wear-Mirror-Work-Readymade-Patiyala-Suit-HOF-256(1).jpg,1,Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit,,FALSE,Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit,Shop the Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit at LuxeMia. Crafted in premium Silk with exquisite Mirror Work in Purple. Perfect for occasional wear. Free shipping on orders over $150. Dry clean only.,purple,Apparel & Accessories > Clothing,Unisex,Adult,,,,New,FALSE,,,,,
,silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit-394001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61009/Purple-Silk-Occasional-Wear-Mirror-Work-Readymade-Patiyala-Suit-HOF-256(2).jpg,2,Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit,,,,,,,,,,,,,,,,,,
,silk-purple-occasional-wear-mirror-work-readymade-patiyala-suit-394001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2026y/April/61009/Purple-Silk-Occasional-Wear-Mirror-Work-Readymade-Patiyala-Suit-HOF-256(3).jpg,3,Silk Purple Occasional Wear Mirror Work Readymade Patiyala Suit,,,,,,,,,,,,,,,,,,
Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,"<p><em>Wear it once and it becomes a favourite. Wear it twice and it becomes yours.</em></p>

<h2>Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani</h2>

<p>Meet the <strong>Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani</strong> - a beautifully crafted <strong>sherwani</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Art Silk.</strong> Artisan-crafted artificial silk that mirrors the lustre and drape of pure silk at a more accessible price point, without compromising on visual impact.</p>

<h3>The Work</h3>
<p><strong>Hand Embroidery.</strong> Masterfully hand-embroidered by skilled artisans - each piece carries the unique touch of human craftsmanship that machine work simply cannot replicate.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Grey</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Art Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Pair with delicate gold jhumkas and a sleek bun for timeless Indian elegance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this sherwani suitable for?</strong> This sherwani is crafted for wedding ceremonies, reception events, and any celebration that calls for regal menswear.</p>
<p><strong>What sizes are available?</strong> This sherwani is available in sizes 38-44. Please select your size when ordering.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: grey, art silk, sherwani, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Men's Indian Wear,"Grey, Art Silk, Wedding Wear, Hand Embroidery, Sherwani, Menswear, Groom Wear",TRUE,Active,LXM-MIW-001-38,,Size,38,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Grey-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4032(1).jpg,1,Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani,,FALSE,Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani,Shop the Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani at LuxeMia. Crafted in premium Art Silk with exquisite Hand Embroidery in Grey. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,grey,Apparel & Accessories > Clothing,Male,Adult,,,,New,FALSE,,,,,
,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,,,,,,,,LXM-MIW-001-40,,Size,40,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,,,,,,,,LXM-MIW-001-42,,Size,42,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,,,,,,,,LXM-MIW-001-44,,Size,44,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Grey-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4032(2).jpg,2,Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
,art-silk-grey-wedding-wear-hand-embroidery-readymade-groom-sherwani-386005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Grey-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4032(3).jpg,3,Art Silk Grey Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,"<p><em>Because the right outfit can change the entire feeling of a day.</em></p>

<h2>Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani</h2>

<p>Meet the <strong>Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani</strong> - a beautifully crafted <strong>sherwani</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Art Silk.</strong> Artisan-crafted artificial silk that mirrors the lustre and drape of pure silk at a more accessible price point, without compromising on visual impact.</p>

<h3>The Work</h3>
<p><strong>Hand Embroidery.</strong> Masterfully hand-embroidered by skilled artisans - each piece carries the unique touch of human craftsmanship that machine work simply cannot replicate.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Purple</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Art Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>Complete the look with kundan jewellery and embellished heels for a showstopping entrance.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this sherwani suitable for?</strong> This sherwani is crafted for wedding ceremonies, reception events, and any celebration that calls for regal menswear.</p>
<p><strong>What sizes are available?</strong> This sherwani is available in sizes 38-44. Please select your size when ordering.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: purple, art silk, sherwani, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Men's Indian Wear,"Purple, Art Silk, Wedding Wear, Hand Embroidery, Sherwani, Menswear, Groom Wear",TRUE,Active,LXM-MIW-002-38,,Size,38,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Purple-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4031(1).jpg,1,Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani,,FALSE,Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani,Shop the Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani at LuxeMia. Crafted in premium Art Silk with exquisite Hand Embroidery in Purple. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,purple,Apparel & Accessories > Clothing,Male,Adult,,,,New,FALSE,,,,,
,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,,,,,,,,LXM-MIW-002-40,,Size,40,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,,,,,,,,LXM-MIW-002-42,,Size,42,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,,,,,,,,LXM-MIW-002-44,,Size,44,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Purple-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4031(2).jpg,2,Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
,art-silk-purple-wedding-wear-hand-embroidery-readymade-groom-sherwani-386004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Purple-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4031(3).jpg,3,Art Silk Purple Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,"<p><em>Not every outfit tells a story. This one does.</em></p>

<h2>Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani</h2>

<p>Meet the <strong>Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani</strong> - a beautifully crafted <strong>sherwani</strong> made for wedding wear celebrations. Whether you're dressing for a wedding ceremony, a festive reception, or any celebration that calls for something extraordinary, this piece delivers the perfect balance of heritage, elegance, and contemporary style.</p>

<h3>The Fabric</h3>
<p><strong>Art Silk.</strong> Artisan-crafted artificial silk that mirrors the lustre and drape of pure silk at a more accessible price point, without compromising on visual impact.</p>

<h3>The Work</h3>
<p><strong>Hand Embroidery.</strong> Masterfully hand-embroidered by skilled artisans - each piece carries the unique touch of human craftsmanship that machine work simply cannot replicate.</p>

<h3>Why You'll Love This Piece</h3>
<ul>
  <li><strong>Colour:</strong> A carefully selected <strong>Off White</strong> tone - flattering across skin tones, stunning in photographs, and rich under both natural and indoor lighting.</li>
  <li><strong>Fabric:</strong> Art Silk - chosen for its drape, longevity, and the way it makes the wearer feel as good as they look.</li>
  <li><strong>Occasion:</strong> Crafted for wedding wear - equally beautiful at intimate family gatherings and grand celebrations.</li>
  <li><strong>Silhouette:</strong> Designed to move with you, not restrict you - flattering across a wide range of body types.</li>
  <li><strong>Provenance:</strong> Sourced from India's finest textile regions and curated by our boutique team for exceptional quality.</li>
</ul>

<h3>Styling Notes</h3>
<p>This is the kind of piece that photographs beautifully and feels even better in person.</p>

<h3>Common Questions</h3>
<p><strong>What occasions is this sherwani suitable for?</strong> This sherwani is crafted for wedding ceremonies, reception events, and any celebration that calls for regal menswear.</p>
<p><strong>What sizes are available?</strong> This sherwani is available in sizes 38-44. Please select your size when ordering.</p>
<p><strong>How do I care for this fabric?</strong> We recommend dry cleaning to preserve the embroidery and fabric quality. Store folded in a cool, dry place away from direct sunlight.</p>

<p><small>Tags: off white, art silk, sherwani, buy online, Indian ethnic wear USA, boutique Indian fashion, designer, traditional Indian wear online</small></p>",LuxemiaShop,Apparel & Accessories > Clothing,Men's Indian Wear,"Off White, Art Silk, Wedding Wear, Hand Embroidery, Sherwani, Menswear, Groom Wear",TRUE,Active,LXM-MIW-003-38,,Size,38,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Off-White-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4030(1).jpg,1,Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani,,FALSE,Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani,Shop the Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani at LuxeMia. Crafted in premium Art Silk with exquisite Hand Embroidery in Off White. Perfect for wedding wear. Free shipping on orders over $150. Dry clean only.,off white,Apparel & Accessories > Clothing,Male,Adult,,,,New,FALSE,,,,,
,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,,,,,,,,LXM-MIW-003-40,,Size,40,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,,,,,,,,LXM-MIW-003-42,,Size,42,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,,,,,,,,LXM-MIW-003-44,,Size,44,,,,,,,,317.99,454.73,,TRUE,,,,,,shopify,5,DENY,350,,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Off-White-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4030(2).jpg,2,Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
,art-silk-off-white-wedding-wear-hand-embroidery-readymade-groom-sherwani-386003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://kesimg.b-cdn.net/images/650/2025y/October/59064/Off-White-Art-Silk-Wedding-Wear-Hand-Embroidery-Readymade-Groom-Sherwani-4030(3).jpg,3,Art Silk Off White Wedding Wear Hand Embroidery Readymade Groom Sherwani,,,,,,,,,,,,,,,,,,
